,from_cluster,to_cluster,tokens_n,chars_n,from_cluster_chars_n,to_cluster_chars_n,from_cluster_tokens_n,to_cluster_tokens_n,from_cluster_in_degree,to_cluster_in_degree,from_cluster_out_degree,to_cluster_out_degree,from_cluster_law_names,to_cluster_law_names,from_cluster_bipartite,to_cluster_bipartite,chars_n_fraction_of_from_cluster,chars_n_fraction_of_to_cluster,tokens_n_fraction_of_from_cluster,tokens_n_fraction_of_to_cluster,event_category
0,1994-01-01_0,1995-01-01_0,321800,2305673,2500804,2587967,347294,359568,0,9,6,2,"BJNR006290950_StPO_19940227,570,BJNR001270871_StGB_19940121,470,BJNR005810976_StVollzG_19971231,185,BJNR005130950_GVG_19940630,182,BJNR013010961_StBerG_19940101,177,BJNR010490961_WiPrO_19941231,160,BJNR004810968_OWiG-1968_19940630,139,BJNR007510953_JGG_19941130,131,BJNR020710982_IRG_19940227,80,BJNR006970952_GüKG_19941129,75,BJNR017970972_WaffG_19941031,65,BJNR004370909_StVG_19940101,64,BJNR004810961_AWG_19940323,59,BJNR004690974_StGBEG_19940630,56,BJNR007800952_BJagdG_19961126,52,BJNR022720991_StUG_19940303,48,BJNR106810981_BtMG-1981_19940131,47,BJNR002980957_WStrG_19970819,47,BJNR016170972_MOG_19940630,41,BJNR013360969_FahrlG_19941231,40,BJNR004440961_KrWaffKontrG_19940816,33,BJNR003770953_JgefSchrG_19941130,29,BJNR005010955_KultgSchG_19981021,24,BJNR014710990_MilchMargG_19941206,21,BJNR001570971_StrEG_20011231,20,BJNR001750954_WiStrG-1954_20010831,17,BJNR002790969_TextilKennzG_19941231,17,BJNR026100986_StrVG_19940630,17,BJNR005030968_OWiGEG_20011231,15,BJNR019540991_ÜAG_20070731,15,BJNR002770971_FahrpersStG_19940630,14,BJNR201650977_MeerSchÜbkG_19950614,12,BJNR000070907_KunstUrhG_20010731,12,BJNR021010992_HKStG_20041231,11,BJNR008570971_KrGlasKennzG_19941231,10,BJNR202300926_AlkoVerfrG_99999999,10,BJNR002810954_BAWG_20001231,10,BJNR011430969_KastrG_19940610,9,BJNR202530976_CSCG_19941231,9,BJNR006070961_VerbrVerbG_19941231,8,BJNR012970974_StrRG-5_19950930,8,BJNR023530988_MinÖlDatG_20001231,8,BJNR020370976_SubvG_99999999,8,BJNR210260989_BinSchAbkHUNG_20011106,7,BJNR210350989_BinSchAbkCSKG_20011106,7,BJNR009850972_VplG_20080516,7,BJNR013850972_DDTG_19940630,7,BJNR206190990_BinWaStrBGRAbkG_20011106,7,BJNR200010976_FischNATÜbkG_20011106,7,BJNR077020993_BinSchAbkROMG_20011106,6,BJNR017250973_StrRG-4_20071129,6,BJNR219390969_EuRFVerhÜbkG_20091231,6,BJNR077920993_BinSchAbkPOLG_20011106,6,BJNR005970957_StrÄndG-4_19970819,6,BJNR205690984_WildTArtÜbkG_20011231,5,BJNR205930985_SeeVerschmProtG_19940722,5,BJNR206180984_EuLRaumÜbkG_20011231,5,BJNR003060957_WStrGEG_99999999,5,BJNR001690888_TKabelVtrAG_20170529,4,BJNR203210978_EuTerrorÜbkG_99999999,4,BJNR201370975_ÖlUnfÜbkG_19940722,4,BJNR148900993_TAufhG_20060930,4,BJNR016450978_StVÄG-1979_20060424,4,BJNR004970978_StPOÄndG-1978_20060424,4,BJNR203260990_AtSchÜbkG_19941031,4,BJNR023060979_UdGNG_20060424,3,BJNR021810976_StGBuaÄndG_20060424,3,BJNR033600993_SAEGÜSchG_20160726,3,BJNR013290981_StrÄndG-20_20060424,3,DDNR005260990_StrErgÄndG-6_20060424,3,BJNR024960986_VerlStrVfG-1_20060424,3,BJNR009490968_G10_19940428,2,BJNR165700993_VerjG-2_20071129,2,BJNR004550950_REinhG_20011231,2,BJNR010599989_StGBuaÄndG-1989_19941130,2,BJNR020349976_WiKG-1_20060424,1,BJNR013939972_AÜGuaÄndG_19940731,1","BJNR006290950_StPO_19950930,573,BJNR001270871_StGB_19950228,475,BJNR005810976_StVollzG_19971231,185,BJNR005130950_GVG_19950731,183,BJNR013010961_StBerG_19950630,182,BJNR010490961_WiPrO_19950630,172,BJNR004810968_OWiG-1968_19970321,139,BJNR007510953_JGG_19951231,131,BJNR020710982_IRG_19950413,81,BJNR017970972_WaffG_19961126,65,BJNR004370909_StVG_19970731,64,BJNR004810961_AWG_19950511,59,BJNR004690974_StGBEG_19950731,56,BJNR007800952_BJagdG_19961126,52,BJNR022720991_StUG_19961227,48,BJNR002980957_WStrG_19970819,47,BJNR106810981_BtMG-1981_19950228,44,BJNR016170972_MOG_19950804,40,BJNR013360969_FahrlG_19971013,40,BJNR004440961_KrWaffKontrG_19970522,34,BJNR011470992_RpflAnpG_19951214,30,BJNR003770953_JgefSchrG_19970731,29,BJNR005930964_VereinsG_19980331,25,BJNR005010955_KultgSchG_19981021,24,BJNR014710990_MilchMargG_19980714,21,BJNR001570971_StrEG_20011231,20,BJNR026100986_StrVG_20011106,17,BJNR001750954_WiStrG-1954_20010831,17,BJNR002790969_TextilKennzG_19980531,17,BJNR005030968_OWiGEG_20011231,15,BJNR019540991_ÜAG_20070731,15,BJNR277110994_AbfVerbrG_19980828,15,BJNR002770971_FahrpersStG_19970825,14,BJNR001650951_BKAG_19970731,12,BJNR201650977_MeerSchÜbkG_19950614,12,BJNR013860992_RAuaZulPrG_20060424,12,BJNR021010992_HKStG_20041231,11,BJNR202300926_AlkoVerfrG_99999999,10,BJNR002810954_BAWG_20001231,10,BJNR008570971_KrGlasKennzG_20011106,10,BJNR011430969_KastrG_19970704,9,BJNR012970974_StrRG-5_19950930,8,BJNR006070961_VerbrVerbG_20001231,8,BJNR023530988_MinÖlDatG_20001231,8,BJNR020370976_SubvG_99999999,8,BJNR210260989_BinSchAbkHUNG_20011106,7,BJNR210350989_BinSchAbkCSKG_20011106,7,BJNR009850972_VplG_20080516,7,BJNR206190990_BinWaStrBGRAbkG_20011106,7,BJNR200010976_FischNATÜbkG_20011106,7,BJNR025820994_BinSchUkrAbkG_20011106,6,BJNR077020993_BinSchAbkROMG_20011106,6,BJNR010379933_GerEintZustG_19981231,6,BJNR005970957_StrÄndG-4_19970819,6,BJNR017250973_StrRG-4_20071129,6,BJNR176530994_ABBG_20001231,6,BJNR219390969_EuRFVerhÜbkG_20091231,6,BJNR077920993_BinSchAbkPOLG_20011106,6,BJNR207380957_KüSchG_20011106,5,BJNR205690984_WildTArtÜbkG_20011231,5,BJNR206180984_EuLRaumÜbkG_20011231,5,BJNR003060957_WStrGEG_99999999,5,BJNR203260990_AtSchÜbkG_19980331,4,BJNR001690888_TKabelVtrAG_20170529,4,BJNR203210978_EuTerrorÜbkG_99999999,4,BJNR016450978_StVÄG-1979_20060424,4,BJNR004970978_StPOÄndG-1978_20060424,4,BJNR010599989_StGBuaÄndG-1989_19960130,3,BJNR023060979_UdGNG_20060424,3,BJNR021810976_StGBuaÄndG_20060424,3,BJNR033600993_SAEGÜSchG_20160726,3,BJNR013290981_StrÄndG-20_20060424,3,DDNR005260990_StrErgÄndG-6_20060424,3,BJNR020900982_StVGÄndG-1982_20060930,3,BJNR024960986_VerlStrVfG-1_20060424,3,BJNR270500994_AbfVVBG_19961005,3,BJNR004750987_StVÄG-1987_20060424,3,BJNR283500994_GÜG_19950228,2,BJNR165700993_VerjG-2_20071129,2,BJNR009490968_G10_19950511,2,BJNR004550950_REinhG_20011231,2,BJNR131000994_StrÄndG-30_20071129,2,BJNR020349976_WiKG-1_20060424,1",1994-01-01,1995-01-01,0.9219726935817442,0.8909205565604198,0.9265924548077421,0.8949628443020513,merge
3,1994-01-01_0,1995-01-01_110,11147,82934,2500804,83404,347294,11180,0,1,6,1,"BJNR006290950_StPO_19940227,570,BJNR001270871_StGB_19940121,470,BJNR005810976_StVollzG_19971231,185,BJNR005130950_GVG_19940630,182,BJNR013010961_StBerG_19940101,177,BJNR010490961_WiPrO_19941231,160,BJNR004810968_OWiG-1968_19940630,139,BJNR007510953_JGG_19941130,131,BJNR020710982_IRG_19940227,80,BJNR006970952_GüKG_19941129,75,BJNR017970972_WaffG_19941031,65,BJNR004370909_StVG_19940101,64,BJNR004810961_AWG_19940323,59,BJNR004690974_StGBEG_19940630,56,BJNR007800952_BJagdG_19961126,52,BJNR022720991_StUG_19940303,48,BJNR106810981_BtMG-1981_19940131,47,BJNR002980957_WStrG_19970819,47,BJNR016170972_MOG_19940630,41,BJNR013360969_FahrlG_19941231,40,BJNR004440961_KrWaffKontrG_19940816,33,BJNR003770953_JgefSchrG_19941130,29,BJNR005010955_KultgSchG_19981021,24,BJNR014710990_MilchMargG_19941206,21,BJNR001570971_StrEG_20011231,20,BJNR001750954_WiStrG-1954_20010831,17,BJNR002790969_TextilKennzG_19941231,17,BJNR026100986_StrVG_19940630,17,BJNR005030968_OWiGEG_20011231,15,BJNR019540991_ÜAG_20070731,15,BJNR002770971_FahrpersStG_19940630,14,BJNR201650977_MeerSchÜbkG_19950614,12,BJNR000070907_KunstUrhG_20010731,12,BJNR021010992_HKStG_20041231,11,BJNR008570971_KrGlasKennzG_19941231,10,BJNR202300926_AlkoVerfrG_99999999,10,BJNR002810954_BAWG_20001231,10,BJNR011430969_KastrG_19940610,9,BJNR202530976_CSCG_19941231,9,BJNR006070961_VerbrVerbG_19941231,8,BJNR012970974_StrRG-5_19950930,8,BJNR023530988_MinÖlDatG_20001231,8,BJNR020370976_SubvG_99999999,8,BJNR210260989_BinSchAbkHUNG_20011106,7,BJNR210350989_BinSchAbkCSKG_20011106,7,BJNR009850972_VplG_20080516,7,BJNR013850972_DDTG_19940630,7,BJNR206190990_BinWaStrBGRAbkG_20011106,7,BJNR200010976_FischNATÜbkG_20011106,7,BJNR077020993_BinSchAbkROMG_20011106,6,BJNR017250973_StrRG-4_20071129,6,BJNR219390969_EuRFVerhÜbkG_20091231,6,BJNR077920993_BinSchAbkPOLG_20011106,6,BJNR005970957_StrÄndG-4_19970819,6,BJNR205690984_WildTArtÜbkG_20011231,5,BJNR205930985_SeeVerschmProtG_19940722,5,BJNR206180984_EuLRaumÜbkG_20011231,5,BJNR003060957_WStrGEG_99999999,5,BJNR001690888_TKabelVtrAG_20170529,4,BJNR203210978_EuTerrorÜbkG_99999999,4,BJNR201370975_ÖlUnfÜbkG_19940722,4,BJNR148900993_TAufhG_20060930,4,BJNR016450978_StVÄG-1979_20060424,4,BJNR004970978_StPOÄndG-1978_20060424,4,BJNR203260990_AtSchÜbkG_19941031,4,BJNR023060979_UdGNG_20060424,3,BJNR021810976_StGBuaÄndG_20060424,3,BJNR033600993_SAEGÜSchG_20160726,3,BJNR013290981_StrÄndG-20_20060424,3,DDNR005260990_StrErgÄndG-6_20060424,3,BJNR024960986_VerlStrVfG-1_20060424,3,BJNR009490968_G10_19940428,2,BJNR165700993_VerjG-2_20071129,2,BJNR004550950_REinhG_20011231,2,BJNR010599989_StGBuaÄndG-1989_19941130,2,BJNR020349976_WiKG-1_20060424,1,BJNR013939972_AÜGuaÄndG_19940731,1","BJNR006970952_GüKG_19961231,76,BJNR202530976_CSCG_19980630,9,BJNR148900993_TAufhG_20060930,4",1994-01-01,1995-01-01,0.03316293480016826,0.9943647786676898,0.032096724965015234,0.9970483005366726,splinter_out
7,1994-01-01_1,1995-01-01_1,70205,513876,721740,557759,98094,75816,0,3,7,2,"BJNR000010949_GG_19940902,178,BJNR002430951_BVerfGG_19980722,110,BJNR010120961_BSeuchG_19940630,80,BJNR008030979_FFG-1979_19981231,76,BJNR118340972_BGSG_19941031,74,BJNR013170979_GGArt29Abs6G_99999999,42,BJNR006840953_VersammlG_19990816,34,BJNR007760968_KatSchErwG_19941231,27,BJNR102030983_KDVG_20001214,23,BJNR006610968_RsprEinhG_20011231,21,BJNR001650961_UZwG_19980630,20,BJNR007380952_DWetterDiG_19981231,19,BJNR007210950_GetrG_19941231,18,BJNR016960957_ZSG-1_19941231,18,BJNR004160965_BTÄO_19940101,18,BJNR015560969_HSchulBG_19941013,17,BJNR000470951_ZuckG_19941231,16,BJNR018610969_WiStruktG_20011106,14,BJNR011630990_KJHG_19951231,14,BJNR002300959_BPräsWahlG_20021231,14,BJNR001650951_BKAG_19941031,12,BJNR013470990_AusÜbsInvFHG_20071217,10,BJNR019190975_VerkVereinfG_20090803,9,BJNR019210975_GGArt45cG_20040630,9,BJNR208650971_IntGesVsG_20011106,9,BJNR004670951_RVermVG_99999999,8,BJNR001090980_ErdgasLeitBauFöG_20011106,8,BJNR211690975_EuRHiCHEÜbkErgVtrG_99999999,7,BJNR213340980_EuRHiISRÜbkErgVtrG_99999999,7,BJNR019450971_WoStichPrG-1972_99999999,7,BJNR028770974_VoEntschRP-NSG_20060222,7,BJNR004060953_BPräsRuhebezG_20090211,7,BJNR001890955_ÜblG-4_99999999,7,BJNR013780989_AusÜbsiedWOG_19950713,7,BJNR210890972_HoheSeeÜbkG_20011106,6,BJNR013250979_GGArt29Abs7G_99999999,6,BJNR211570975_EuRHiAUTÜbkErgVtrG_99999999,6,BJNR211580981_EuRHiÜbkVtrNLDG_99999999,6,BJNR200900987_RobErhÜbkG_19971013,6,BJNR204200982_AntarktMeerSchÜbkG_19941231,5,BJNR213690964_EuAuslf-RHiÜbkG_99999999,5,BJNR201110982_EuRHiÜbkVtrITAG_99999999,5,BJNR206060980_IAOÜbk147G_20011106,5,BJNR203280978_EuRHiÜbkVtrFRAG_99999999,5,BJNR010530960_UmstRückstG_99999999,5,BJNR011010977_StaatenlMindÜbkAG_19991231,4,BJNR201060982_EuAuslfÜbkErgVtrITAG_20041231,4,BJNR033930974_StVRG-1_20060424,4,BJNR214050975_RheinBodSeeSchÜbkG_20081231,4,BJNR006780959_BayLRBerG_20060424,4,BJNR218610976_EWOÜbkG_20081231,4,BJNR002960961_JgefSchrGÄndG_20160714,4,BJNR212330967_KultgSchKonvG_20040430,4,BJNR000070950_BewiNotGVerlG_20060424,3,BJNR007690974_VfMängelBerG_20071129,3,BJNR010670964_StPÄG_20060424,3,BJNR212510992_EUVtrG_99999999,3,BJNR177000993_GeldwG_20071231,2,DDNR005150990_AWKZG_99999999,1","BJNR000010949_GG_19951110,183,BJNR002430951_BVerfGG_19980722,110,BJNR008030979_FFG-1979_19981231,76,BJNR013170979_GGArt29Abs6G_99999999,42,BJNR006840953_VersammlG_19990816,34,BJNR007000953_GeschlKrG_19971229,28,BJNR007760968_KatSchErwG_19951221,27,BJNR102030983_KDVG_20001214,23,BJNR006610968_RsprEinhG_20011231,21,BJNR007380952_DWetterDiG_19981231,19,BJNR004160965_BTÄO_20020101,18,BJNR015560969_HSchulBG_19951031,17,BJNR018610969_WiStruktG_20011106,14,BJNR011630990_KJHG_19951231,14,BJNR002300959_BPräsWahlG_20021231,14,BJNR013470990_AusÜbsInvFHG_20071217,10,BJNR019190975_VerkVereinfG_20090803,9,BJNR019210975_GGArt45cG_20040630,9,BJNR208650971_IntGesVsG_20011106,9,BJNR004670951_RVermVG_99999999,8,BJNR001090980_ErdgasLeitBauFöG_20011106,8,BJNR211690975_EuRHiCHEÜbkErgVtrG_99999999,7,BJNR213340980_EuRHiISRÜbkErgVtrG_99999999,7,BJNR019450971_WoStichPrG-1972_99999999,7,BJNR028770974_VoEntschRP-NSG_20060222,7,BJNR004060953_BPräsRuhebezG_20090211,7,BJNR001890955_ÜblG-4_99999999,7,BJNR013780989_AusÜbsiedWOG_19950713,7,BJNR210890972_HoheSeeÜbkG_20011106,6,BJNR013250979_GGArt29Abs7G_99999999,6,BJNR211570975_EuRHiAUTÜbkErgVtrG_99999999,6,BJNR211580981_EuRHiÜbkVtrNLDG_99999999,6,BJNR200900987_RobErhÜbkG_19971013,6,BJNR211650974_RHiVtrYUGG_99999999,6,BJNR098200993_WiKrAusglWG_19970314,6,BJNR213690964_EuAuslf-RHiÜbkG_99999999,5,BJNR201110982_EuRHiÜbkVtrITAG_99999999,5,BJNR206060980_IAOÜbk147G_20011106,5,BJNR203280978_EuRHiÜbkVtrFRAG_99999999,5,BJNR010530960_UmstRückstG_99999999,5,BJNR011010977_StaatenlMindÜbkAG_19991231,4,BJNR201060982_EuAuslfÜbkErgVtrITAG_20041231,4,BJNR033930974_StVRG-1_20060424,4,BJNR214050975_RheinBodSeeSchÜbkG_20081231,4,BJNR204200982_AntarktMeerSchÜbkG_20011106,4,BJNR006780959_BayLRBerG_20060424,4,BJNR218610976_EWOÜbkG_20081231,4,BJNR002960961_JgefSchrGÄndG_20160714,4,BJNR212330967_KultgSchKonvG_20040430,4,BJNR007690974_VfMängelBerG_20071129,3,BJNR000070950_BewiNotGVerlG_20060424,3,BJNR010670964_StPÄG_20060424,3,BJNR212510992_EUVtrG_99999999,3,BJNR177000993_GeldwG_20071231,2,DDNR005150990_AWKZG_99999999,1",1994-01-01,1995-01-01,0.7119960096433618,0.9213226501051529,0.7156910718290619,0.9259918750659492,split
9,1994-01-01_1,1995-01-01_227,11568,84080,721740,86291,98094,11822,0,1,7,1,"BJNR000010949_GG_19940902,178,BJNR002430951_BVerfGG_19980722,110,BJNR010120961_BSeuchG_19940630,80,BJNR008030979_FFG-1979_19981231,76,BJNR118340972_BGSG_19941031,74,BJNR013170979_GGArt29Abs6G_99999999,42,BJNR006840953_VersammlG_19990816,34,BJNR007760968_KatSchErwG_19941231,27,BJNR102030983_KDVG_20001214,23,BJNR006610968_RsprEinhG_20011231,21,BJNR001650961_UZwG_19980630,20,BJNR007380952_DWetterDiG_19981231,19,BJNR007210950_GetrG_19941231,18,BJNR016960957_ZSG-1_19941231,18,BJNR004160965_BTÄO_19940101,18,BJNR015560969_HSchulBG_19941013,17,BJNR000470951_ZuckG_19941231,16,BJNR018610969_WiStruktG_20011106,14,BJNR011630990_KJHG_19951231,14,BJNR002300959_BPräsWahlG_20021231,14,BJNR001650951_BKAG_19941031,12,BJNR013470990_AusÜbsInvFHG_20071217,10,BJNR019190975_VerkVereinfG_20090803,9,BJNR019210975_GGArt45cG_20040630,9,BJNR208650971_IntGesVsG_20011106,9,BJNR004670951_RVermVG_99999999,8,BJNR001090980_ErdgasLeitBauFöG_20011106,8,BJNR211690975_EuRHiCHEÜbkErgVtrG_99999999,7,BJNR213340980_EuRHiISRÜbkErgVtrG_99999999,7,BJNR019450971_WoStichPrG-1972_99999999,7,BJNR028770974_VoEntschRP-NSG_20060222,7,BJNR004060953_BPräsRuhebezG_20090211,7,BJNR001890955_ÜblG-4_99999999,7,BJNR013780989_AusÜbsiedWOG_19950713,7,BJNR210890972_HoheSeeÜbkG_20011106,6,BJNR013250979_GGArt29Abs7G_99999999,6,BJNR211570975_EuRHiAUTÜbkErgVtrG_99999999,6,BJNR211580981_EuRHiÜbkVtrNLDG_99999999,6,BJNR200900987_RobErhÜbkG_19971013,6,BJNR204200982_AntarktMeerSchÜbkG_19941231,5,BJNR213690964_EuAuslf-RHiÜbkG_99999999,5,BJNR201110982_EuRHiÜbkVtrITAG_99999999,5,BJNR206060980_IAOÜbk147G_20011106,5,BJNR203280978_EuRHiÜbkVtrFRAG_99999999,5,BJNR010530960_UmstRückstG_99999999,5,BJNR011010977_StaatenlMindÜbkAG_19991231,4,BJNR201060982_EuAuslfÜbkErgVtrITAG_20041231,4,BJNR033930974_StVRG-1_20060424,4,BJNR214050975_RheinBodSeeSchÜbkG_20081231,4,BJNR006780959_BayLRBerG_20060424,4,BJNR218610976_EWOÜbkG_20081231,4,BJNR002960961_JgefSchrGÄndG_20160714,4,BJNR212330967_KultgSchKonvG_20040430,4,BJNR000070950_BewiNotGVerlG_20060424,3,BJNR007690974_VfMängelBerG_20071129,3,BJNR010670964_StPÄG_20060424,3,BJNR212510992_EUVtrG_99999999,3,BJNR177000993_GeldwG_20071231,2,DDNR005150990_AWKZG_99999999,1","BJNR010120961_BSeuchG_19950610,80",1994-01-01,1995-01-01,0.11649624518524676,0.9743773974110858,0.11792770200012233,0.9785146337337168,split
13,1994-01-01_2,1995-01-01_3,92187,673818,848803,730661,116750,99777,0,3,1,3,"BJNR005510953_BBG_19940531,143,BJNR024850976_BeamtVG_19940531,103,BJNR003070951_G131_19940930,92,BJNR011740975_BBesG_19940531,86,BJNR016340969_SchfG_19940728,59,BJNR011739975_BesVNG-2_19941231,50,BJNR018420990_GAD_20020625,37,BJNR002650964_BKGG_19941231,33,BJNR002650969_DBiblG_20011106,25,BJNR012380975_SoZuwG_19941231,14,BJNR021179977_BBesErhG-6_20060222,13,BJNR014390980_BBVEG-80_20060222,13,BJNR014650981_BBVAnpG-81_20060222,10,BJNR018350982_BBVAnpG-82_20060222,10,BJNR021200977_UrlGG_19981231,9,BJNR004310985_BBVAnpG-85_20060222,9,BJNR028340990_BSIG_20011106,8,BJNR003579979_BBesErhG-7_20060222,8,BJNR001180990_THW-HelfRG_19971223,7,BJNR022340989_KEZG_19970630,6,BJNR012859979_BBVEG-79_20060222,6,BJNR018700982_BBVAnpG-83_20060222,6,BJNR007050960_ÖDZustG_99999999,5,BJNR015090980_BesRNG-1980_20060222,5,BJNR009679990_BesRÄndG-5_20060222,5,BJNR013010979_DienstRÄndG-2_20060222,4,BJNR023780991_BwBAnpG_19971231,3,BJNR242600993_BEDBPStruktG_20020522,3,BJNR013760992_BAFlSBAÜbnG_19941130,3,BJNR015280981_PersEspmBVwG_20080516,3,BJNR023639988_BBVAnpG-88_20060222,3,BJNR020629987_BBVAnpG-87_20060222,2,BJNR015130985_DienstRÄndG-7_20160714,2,BJNR026900990_BZollVPSVerbG_19951231,2,BJNR009749969_BKnEG_20090211,1","BJNR005510953_BBG_19970228,146,BJNR024850976_BeamtVG_19950131,101,BJNR011740975_BBesG_19950101,86,BJNR016340969_SchfG_19950131,61,BJNR011739975_BesVNG-2_19961231,50,BJNR018420990_GAD_20020625,37,BJNR002650964_BKGG_19951231,33,BJNR002650969_DBiblG_20011106,25,BJNR012380975_SoZuwG_19951231,14,BJNR021179977_BBesErhG-6_20060222,13,BJNR014390980_BBVEG-80_20060222,13,BJNR014650981_BBVAnpG-81_20060222,10,BJNR018350982_BBVAnpG-82_20060222,10,BJNR021200977_UrlGG_19981231,9,BJNR004310985_BBVAnpG-85_20060222,9,BJNR028340990_BSIG_20011106,8,BJNR003579979_BBesErhG-7_20060222,8,BJNR001180990_THW-HelfRG_19971223,7,BJNR022340989_KEZG_19970630,6,BJNR012859979_BBVEG-79_20060222,6,BJNR018700982_BBVAnpG-83_20060222,6,BJNR007050960_ÖDZustG_99999999,5,BJNR015090980_BesRNG-1980_20060222,5,BJNR009679990_BesRÄndG-5_20060222,5,BJNR013010979_DienstRÄndG-2_20060222,4,BJNR013760992_BAFlSBAÜbnG_19950228,4,BJNR023780991_BwBAnpG_19971231,3,BJNR242600993_BEDBPStruktG_20020522,3,BJNR003710985_DienstRÄndG-6_20060222,3,BJNR002669992_BBVAnpG-91_20060222,3,BJNR015280981_PersEspmBVwG_20080516,3,BJNR023639988_BBVAnpG-88_20060222,3,BJNR020629987_BBVAnpG-87_20060222,2,BJNR015130985_DienstRÄndG-7_20160714,2,BJNR026900990_BZollVPSVerbG_19951231,2,BJNR009749969_BKnEG_20090211,1,BJNR245200994_DKfAG_20041231,1",1994-01-01,1995-01-01,0.7938449793414962,0.9222033200075,0.789610278372591,0.9239303647133107,majority_out
14,1994-01-01_3,1995-01-01_4,212183,1542236,1620203,1662104,222581,228140,0,2,1,5,"BJNR010050934_EStG_19940615,141,BJNR003780957_KAGG_19940731,85,BJNR025990976_KStG-1977_19940630,57,BJNR119530979_UStG-1980_19940816,52,BJNR005490963_KohleRatG_19951230,45,BJNR000410950_BerlinFG_20001231,41,BJNR009790936_GewStG_19941108,35,BJNR010460957_USG_19941231,34,BJNR109860969_AuslInvestmG_19940731,34,BJNR026430976_UmwStG-1977_19941231,27,BJNR036100974_BetrAVG_19940728,25,BJNR117130972_AStG_19941231,22,BJNR005850965_VermBG-2_19940728,18,BJNR013390967_GasÖlVerwLwG_19991231,14,BJNR002410959_SparPG_19991231,14,BJNR013330991_InvZulG-1991_19940630,12,BJNR012370971_ZRFG_19940930,12,BJNR001390952_WoPG_19951020,12,BJNR010130963_EntwHStG_20011106,11,BJNR015330969_ForstSchAusglG_19981231,11,BJNR008340959_KapErhStG_19980331,10,BJNR012140969_AuslInvG_19981231,9,BJNR019990980_GrenzgNLDAG_19940630,9,BJNR013310991_FöGbG_19951020,8,BJNR002800986_AuslWoBauG_20021231,8,BJNR024410985_EGAHiG_19960718,7,BJNR015570981_StIndInvZulG_20011106,7,BJNR113180991_SolZG_99999999,5,BJNR011430990_DDRIG_99999999,5,BJNR097500993_SolZG-1995_19951020,5,BJNR188620993_DBACHE1971Prot1992G_99999999,4,BJNR005250975_StÄndG-1975_99999999,3","BJNR010050934_EStG_19950101,141,BJNR003780957_KAGG_19961231,95,BJNR025990976_KStG-1977_19951020,59,BJNR119530979_UStG-1980_19950602,52,BJNR005490963_KohleRatG_19951230,45,BJNR000410950_BerlinFG_20001231,41,BJNR009790936_GewStG_19951020,35,BJNR109860969_AuslInvestmG_19951020,34,BJNR010460957_USG_19950728,34,BJNR326710994_UmwStG-1995_19951020,27,BJNR036100974_BetrAVG_19971231,25,BJNR117130972_AStG_19961231,22,BJNR005850965_VermBG-2_19970403,18,BJNR013390967_GasÖlVerwLwG_19991231,14,BJNR002410959_SparPG_19991231,14,BJNR013330991_InvZulG-1991_19951020,12,BJNR001390952_WoPG_19951020,12,BJNR012370971_ZRFG_20060424,12,BJNR010130963_EntwHStG_20011106,11,BJNR015330969_ForstSchAusglG_19981231,11,BJNR008340959_KapErhStG_19980331,10,BJNR012140969_AuslInvG_19981231,9,BJNR019990980_GrenzgNLDAG_19951020,9,BJNR013310991_FöGbG_19951020,8,BJNR002800986_AuslWoBauG_20021231,8,BJNR024410985_EGAHiG_19960718,7,BJNR015570981_StIndInvZulG_20011106,7,BJNR113180991_SolZG_99999999,5,BJNR011430990_DDRIG_99999999,5,BJNR097500993_SolZG-1995_19951020,5,BJNR188620993_DBACHE1971Prot1992G_99999999,4,BJNR005250975_StÄndG-1975_99999999,3,BJNR011630969_UmwStG-1969_20001231,1",1994-01-01,1995-01-01,0.9518782522930769,0.9278817691311735,0.9532844223001964,0.9300561058998861,stasis
