,from_cluster,to_cluster,tokens_n,chars_n,from_cluster_chars_n,to_cluster_chars_n,from_cluster_tokens_n,to_cluster_tokens_n,from_cluster_in_degree,to_cluster_in_degree,from_cluster_out_degree,to_cluster_out_degree,from_cluster_law_names,to_cluster_law_names,from_cluster_bipartite,to_cluster_bipartite,chars_n_fraction_of_from_cluster,chars_n_fraction_of_to_cluster,tokens_n_fraction_of_from_cluster,tokens_n_fraction_of_to_cluster,event_category
2045,1996_17,1997_17,672584,4055768,5709931,5578244,936976,919377,1,5,3,1,"260_1996,806,290_1996,394,120_1996,36,310_1996,23,150_1996,11,200_1996,10,400_1996,10,100_1996,9,020_1996,8,360_1996,4","260_1997,841,290_1997,181,120_1997,36,310_1997,23,400_1997,20,420_1997,13,150_1997,11,200_1997,10,020_1997,8,180_1997,7,360_1997,4",1996,1997,0.7103007024077874,0.7270689485795171,0.7178241491777805,0.7315649619253037,majority_io
2046,1996_17,1997_6,65998,425778,5709931,3234701,936976,495185,1,6,3,4,"260_1996,806,290_1996,394,120_1996,36,310_1996,23,150_1996,11,200_1996,10,400_1996,10,100_1996,9,020_1996,8,360_1996,4","200_1997,1042,290_1997,192,420_1997,88,100_1997,14,250_1997,6",1996,1997,0.07456797639060787,0.13162824013718732,0.07043723638599067,0.1332794814059392,splinter_io
2048,1996_18,1997_31,134681,847182,2333742,1147846,366625,181218,1,3,7,1,"420_1996,554,490_1996,64,150_1996,59,180_1996,24","420_1997,386,150_1997,64,160_1997,22,490_1997,3",1996,1997,0.363014420617189,0.7380624230079644,0.36735356290487553,0.743198799236279,majority_in
2049,1996_18,1997_81,153857,982048,2333742,1157431,366625,180763,1,1,7,2,"420_1996,554,490_1996,64,150_1996,59,180_1996,24","420_1997,184,180_1997,24,150_1997,6,490_1997,5",1996,1997,0.4208040134684982,0.8484721767431492,0.41965768837367884,0.8511531674070468,split
2052,1996_18,1997_651,12385,78194,2333742,93324,366625,14604,1,1,7,1,"420_1996,554,490_1996,64,150_1996,59,180_1996,24","490_1997,37",1996,1997,0.03350584597611904,0.8378766448073379,0.03378111148994204,0.8480553273075869,split
2053,1996_18,1997_175,8237,51628,2333742,128761,366625,21174,1,2,7,1,"420_1996,554,490_1996,64,150_1996,59,180_1996,24","260_1997,38,490_1997,19",1996,1997,0.022122411131993168,0.4009599179875894,0.02246709853392431,0.389014829507887,splinter_out
2055,1996_19,1997_74,46111,277630,441540,314830,72466,52163,4,1,4,1,"210_1996,73,310_1996,54,260_1996,32,070_1996,27,150_1996,27,500_1996,17,190_1996,13,100_1996,10,490_1996,6,420_1996,5","210_1997,73,260_1997,32,310_1997,30,070_1997,13,490_1997,6",1996,1997,0.6287765547855234,0.8818409935520757,0.6363122015841912,0.8839790656212257,split
2057,1996_19,1997_42,12482,77299,441540,99222,72466,16070,4,2,4,1,"210_1996,73,310_1996,54,260_1996,32,070_1996,27,150_1996,27,500_1996,17,190_1996,13,100_1996,10,490_1996,6,420_1996,5","150_1997,27,310_1997,24,500_1997,17,190_1997,13,100_1997,10,200_1997,8,420_1997,5",1996,1997,0.1750668116138968,0.7790510169115721,0.17224629481411974,0.7767268201617922,split
2059,1996_20,1997_13,46599,294781,358728,628458,56830,101025,3,5,2,2,"050_1996,96,030_1996,36,100_1996,35,150_1996,20,020_1996,19,440_1996,17,280_1996,10,200_1996,9","020_1997,368,050_1997,96,100_1997,35,150_1997,20,440_1997,17,030_1997,14,220_1997,13,280_1997,9,200_1997,9,420_1997,6",1996,1997,0.8217395909993087,0.46905441572865647,0.819971845856062,0.46126206384558277,merge
2061,1996_21,1997_26,66645,416270,477467,478317,76175,76304,1,1,1,4,"160_1996,136,220_1996,12,280_1996,5","160_1997,137,220_1997,12,280_1997,5",1996,1997,0.8718298856256035,0.8702805879782655,0.8748933377092222,0.8734142377856993,stasis
2062,1996_22,1997_24,20224,123964,141853,141783,22925,22913,7,1,1,1,"180_1996,77,100_1996,12,490_1996,7","180_1997,77,100_1997,12,490_1997,7",1996,1997,0.8738905768647826,0.874322027323445,0.8821810250817884,0.8826430410683891,stasis
2063,1996_23,1997_19,191228,1177737,1418410,1637170,229638,264507,1,2,2,1,"210_1996,166,150_1996,82,070_1996,71","210_1997,235,150_1997,82,070_1997,77",1996,1997,0.8303219802454861,0.7193736753055577,0.8327367421768175,0.7229600728903205,growth
2065,1996_24,1997_23,47948,302362,364411,370714,57146,58127,3,1,1,2,"490_1996,158,420_1996,18,330_1996,8,140_1996,5","490_1997,159,420_1997,18,330_1997,8,140_1997,5",1996,1997,0.8297279719876732,0.8156206671450228,0.8390438525881077,0.8248834448707141,stasis
2066,1996_25,1997_20,66973,417581,475239,528991,75945,84525,1,3,1,3,"050_1996,64,420_1996,45,220_1996,18,440_1996,14,070_1996,14,490_1996,13,150_1996,8,090_1996,7","050_1997,64,420_1997,58,070_1997,30,220_1997,18,440_1997,14,490_1997,13,150_1997,8,090_1997,7",1996,1997,0.8786757820801744,0.7893915019348156,0.8818618737244058,0.7923454599230997,stasis
2067,1996_26,1997_21,52202,311412,342729,349608,57281,58436,2,2,1,1,"280_1996,99,380_1996,26,460_1996,9,310_1996,4","280_1997,106,380_1997,26,460_1997,9,310_1997,4",1996,1997,0.9086245984436683,0.8907462071806137,0.9113318552399574,0.8933191868026559,stasis
2068,1996_27,1997_22,86921,507575,599953,639655,102375,108947,1,1,1,3,"110_1996,212,280_1996,42,260_1996,27,170_1996,14,460_1996,1","110_1997,211,280_1997,42,260_1997,37,170_1997,14,460_1997,1",1996,1997,0.8460246052607454,0.7935136909740407,0.849045177045177,0.7978283018348371,stasis
2069,1996_28,1997_29,17358,104755,114930,121270,18976,20057,1,2,1,1,"350_1996,81","350_1997,87",1996,1997,0.9114678499956496,0.8638162777273852,0.9147344013490725,0.8654335144837214,stasis
2070,1996_29,1997_32,162060,980612,1117750,1133554,183995,186659,6,1,1,2,"080_1996,231,180_1996,31,500_1996,26,100_1996,8","080_1997,233,180_1997,31,500_1997,26,100_1997,8",1996,1997,0.8773088794453142,0.8650774466853807,0.8807848039348896,0.8682142302273129,stasis
2071,1996_30,1997_33,278338,1713144,1974304,1975869,319646,319904,2,1,1,1,"150_1996,284,260_1996,89,070_1996,67,120_1996,22","150_1997,284,260_1997,90,070_1997,67,120_1997,22",1996,1997,0.8677204726323808,0.8670331889411697,0.8707695388023,0.8700672701810543,stasis
2072,1996_31,1997_25,176830,1121299,1261809,1305794,197994,204821,3,2,2,2,"470_1996,285,150_1996,35,170_1996,34,490_1996,19,180_1996,7","470_1997,279,170_1997,39,150_1997,35,490_1997,19,180_1997,7,100_1997,1",1996,1997,0.888644002380709,0.8587104857274578,0.8931078719557158,0.863339208381953,stasis
2074,1996_32,1997_6,268638,1750023,2015295,3234701,308190,495185,2,6,1,4,"200_1996,812,420_1996,87,250_1996,6","200_1997,1042,290_1997,192,420_1997,88,100_1997,14,250_1997,6",1996,1997,0.8683706355645203,0.5410153828746459,0.8716635841526331,0.5425002776740007,merge
2075,1996_33,1997_27,57655,362968,391639,526532,62089,83343,3,4,1,3,"400_1996,128,120_1996,99,410_1996,25,100_1996,24","400_1997,129,120_1997,99,100_1997,93,410_1997,25",1996,1997,0.9267922755394636,0.6893560125500444,0.928586384061589,0.6917797535485883,merge
2076,1996_34,1997_70,76490,472787,705643,546392,113271,88122,1,1,2,1,"160_1996,133,430_1996,98,420_1996,59,120_1996,11","160_1997,123,430_1997,84",1996,1997,0.6700087721411535,0.865289023265348,0.6752831704496296,0.8680011801820203,split
2077,1996_34,1997_79,24757,155978,705643,175342,113271,27730,1,1,2,1,"160_1996,133,430_1996,98,420_1996,59,120_1996,11","420_1997,59,430_1997,13,120_1997,11,160_1997,10",1996,1997,0.22104378559696616,0.889564394155422,0.21856432802747394,0.8927875946628201,split
2078,1996_35,1997_54,123108,804461,1144847,921994,177148,140870,1,1,2,3,"290_1996,200,420_1996,107,020_1996,51,200_1996,15","290_1997,152,420_1997,115,200_1997,15",1996,1997,0.7026799214218145,0.8725230316032425,0.6949443403256035,0.8739121175551927,split
2079,1996_35,1997_88,34205,209280,1144847,228950,177148,37314,1,1,2,1,"290_1996,200,420_1996,107,020_1996,51,200_1996,15","020_1997,51,290_1997,47",1996,1997,0.18280171935638562,0.9140860449879886,0.19308713617991735,0.9166800664629897,split
2080,1996_36,1997_35,78736,487651,535915,536637,86237,86390,5,1,2,1,"070_1996,320,130_1996,13,100_1996,7,120_1996,7,060_1996,4","070_1997,317,130_1997,13,100_1997,7,120_1997,7,060_1997,4",1996,1997,0.9099409421270164,0.9087166930345839,0.9130187738441736,0.9114017826137284,stasis
2082,1996_37,1997_15,131539,800255,966158,1563099,158256,255762,3,3,2,3,"050_1996,131,500_1996,119,100_1996,25,450_1996,14,280_1996,11","220_1997,252,050_1997,159,500_1997,122,100_1997,66,450_1997,14",1996,1997,0.8282858497264423,0.5119669323568117,0.8311785967040745,0.5143023592245917,growth
2084,1996_38,1997_38,25277,159422,172051,172012,27195,27193,3,1,1,1,"410_1996,73,240_1996,66,150_1996,13,500_1996,11,160_1996,8,300_1996,8,100_1996,8,490_1996,6,180_1996,2","410_1997,73,240_1997,66,150_1997,13,500_1997,11,100_1997,8,160_1997,8,300_1997,8,490_1997,6,180_1997,2",1996,1997,0.9265973461357389,0.9268074320396251,0.9294723294723295,0.9295406906189093,stasis
2085,1996_39,1997_420,15559,94420,727347,134397,118641,22106,4,1,4,1,"220_1996,369,100_1996,39,050_1996,28,200_1996,7","220_1997,104",1996,1997,0.1298142427204622,0.7025454437227021,0.13114353385423252,0.7038360626074369,splinter_out
2086,1996_39,1997_15,82381,503596,727347,1563099,118641,255762,4,3,4,3,"220_1996,369,100_1996,39,050_1996,28,200_1996,7","220_1997,252,050_1997,159,500_1997,122,100_1997,66,450_1997,14",1996,1997,0.6923737913265607,0.3221779298688055,0.6943720973356596,0.3221002338111213,majority_out
2089,1996_40,1997_56,63369,381396,508919,427009,84022,70640,4,1,2,3,"180_1996,164,120_1996,63","180_1997,139,120_1997,63",1996,1997,0.749423778636679,0.8931802374188834,0.7541953297945776,0.8970696489241223,stasis
2090,1996_40,1997_156,11611,70668,508919,82123,84022,13417,4,1,2,1,"180_1996,164,120_1996,63","180_1997,25",1996,1997,0.1388590325768934,0.8605141068884478,0.13818999785770394,0.8653946485801595,split
2091,1996_41,1997_59,74431,455951,526841,521667,85795,84981,3,1,4,1,"380_1996,237,360_1996,3","380_1997,237",1996,1997,0.865443274156719,0.8740269175546853,0.8675447287137945,0.8758546027935656,stasis
2095,1996_42,1997_37,125200,799458,898122,900845,139886,140345,1,1,1,4,"230_1996,113,490_1996,105,460_1996,5","230_1997,113,490_1997,105,460_1997,5",1996,1997,0.8901441006901067,0.8874534464863545,0.8950145118167651,0.8920873561580391,stasis
2097,1996_43,1997_47,88171,541739,589108,560226,95602,91004,1,1,3,1,"430_1996,515,160_1996,51","430_1997,507,160_1997,37",1996,1997,0.9195919933187123,0.9670008175272122,0.9222715005962219,0.9688695002417476,stasis
2099,1996_44,1997_45,40360,240371,370330,297253,61403,49766,1,1,2,2,"050_1996,188,100_1996,29,150_1996,21","050_1997,164,100_1997,29,150_1997,21",1996,1997,0.6490724488969297,0.8086411238910961,0.6572968747455336,0.8109954587469357,split
2100,1996_44,1997_601,9759,60987,370330,75920,61403,12112,1,1,2,1,"050_1996,188,100_1996,29,150_1996,21","050_1997,25",1996,1997,0.16468285043069694,0.8033061116965227,0.1589336025927072,0.805729854689564,split
2101,1996_45,1997_28,23177,139219,218304,430126,36245,72053,1,2,3,1,"100_1996,77,370_1996,63","370_1997,128,100_1997,95",1996,1997,0.6377299545587805,0.32367027336175913,0.639453717754173,0.32166599586415556,majority_out
2104,1996_46,1997_43,29662,188185,200732,200732,31500,31500,1,1,1,1,"220_1996,204","220_1997,204",1996,1997,0.9374937727915829,0.9374937727915829,0.9416507936507936,0.9416507936507936,stasis
2105,1996_47,1997_53,249729,1575391,1833510,1950947,289791,308028,1,2,3,4,"200_1996,515,420_1996,178,160_1996,15,100_1996,13,220_1996,9","200_1997,513,420_1997,290,160_1997,15,100_1997,9,220_1997,9",1996,1997,0.8592213841211666,0.8075006650616342,0.8617555410623519,0.8107347384004051,stasis
2108,1996_48,1997_55,107309,680143,905199,871713,141635,136777,2,2,2,1,"100_1996,110,150_1996,91,220_1996,19,310_1996,12,420_1996,10","150_1997,92,100_1997,75,310_1997,12,420_1997,10,180_1997,9",1996,1997,0.7513740072624915,0.7802373028737669,0.7576446499805839,0.7845544206993866,stasis
2109,1996_48,1997_173,12563,82743,905199,97602,141635,14775,2,1,2,3,"100_1996,110,150_1996,91,220_1996,19,310_1996,12,420_1996,10","100_1997,36,220_1997,19",1996,1997,0.0914086294836826,0.8477592672281306,0.08869982702015744,0.8502876480541455,split
2110,1996_49,1997_34,28250,177108,194435,256164,30899,40878,4,2,1,2,"160_1996,109,460_1996,21","160_1997,174,460_1997,21",1996,1997,0.910885385861599,0.6913852063521806,0.9142690701964464,0.6910807769460345,merge
2111,1996_50,1997_49,46626,300997,332694,332669,51254,51249,2,2,1,1,"070_1996,254,160_1996,10,490_1996,8","070_1997,254,160_1997,10,490_1997,8",1996,1997,0.9047262649762244,0.9047942549501156,0.9097046084208061,0.9097933618216941,stasis
2112,1996_51,1997_50,41828,252970,279150,282506,45971,46532,2,1,1,1,"380_1996,154,100_1996,4","380_1997,156,100_1997,4",1996,1997,0.906215296435608,0.89545000814142,0.9098779665441257,0.8989082781741597,stasis
2113,1996_52,1997_51,51334,315492,356304,363876,57721,58922,2,1,1,1,"380_1996,127,100_1996,60","380_1997,127,100_1997,62",1996,1997,0.8854573622524585,0.8670316261583616,0.8893470314097123,0.8712195784257154,stasis
2114,1996_53,1997_46,21253,125850,142975,142975,23866,23866,1,1,1,2,"280_1996,90,030_1996,20,490_1996,7","280_1997,90,030_1997,20,490_1997,7",1996,1997,0.8802238153523343,0.8802238153523343,0.8905137015000419,0.8905137015000419,stasis
2115,1996_54,1997_28,31900,187371,263851,430126,44432,72053,2,2,2,1,"370_1996,64,100_1996,57","370_1997,128,100_1997,95",1996,1997,0.7101394347567377,0.43561886516974097,0.7179510262873605,0.4427296573355724,majority_out
2116,1996_54,1997_143,5899,36383,263851,40659,44432,6566,2,1,2,1,"370_1996,64,100_1996,57","100_1997,20",1996,1997,0.13789221947235372,0.8948326323815146,0.13276467410875045,0.8984160828510509,splinter_out
2117,1996_55,1997_52,60860,364451,396837,396837,66171,66171,1,1,1,1,"300_1996,178,430_1996,33,330_1996,3","300_1997,178,430_1997,33,330_1997,3",1996,1997,0.9183896662861578,0.9183896662861578,0.9197382539178794,0.9197382539178794,stasis
2118,1996_56,1997_58,47872,301546,375952,367848,59354,58068,1,1,1,1,"410_1996,91,100_1996,46,310_1996,14,400_1996,13,500_1996,6","410_1997,93,100_1997,47,310_1997,14,400_1997,13,500_1997,6",1996,1997,0.8020864365663701,0.8197570735738675,0.8065505273444081,0.8244127574567748,stasis
2119,1996_57,1997_39,13041,83876,102094,221913,15839,34329,1,3,2,3,"310_1996,19,400_1996,13,210_1996,10,100_1996,9,050_1996,6,440_1996,3","100_1997,51,210_1997,27,310_1997,19,400_1997,13,050_1997,6,440_1997,3",1996,1997,0.8215566046976316,0.37796794239183823,0.8233474335500979,0.37988289784147516,merge
2121,1996_58,1997_44,54293,345118,426057,450371,66512,70231,2,1,1,1,"490_1996,139,260_1996,13","490_1997,151,260_1997,13",1996,1997,0.8100277662378508,0.7662971194859349,0.8162887899927832,0.7730631772294286,stasis
2122,1996_59,1997_48,69458,430779,515156,528294,82686,84720,2,1,1,1,"160_1996,112,330_1996,15,100_1996,4","160_1997,119,330_1997,15,100_1997,4",1996,1997,0.8362107788708663,0.8154152801281105,0.8400212853445566,0.8198536355051936,stasis
2123,1996_60,1997_137,11924,72863,132862,78834,21519,12868,2,1,2,1,"070_1996,45,490_1996,19,120_1996,12","070_1997,28,490_1997,8",1996,1997,0.5484111333564149,0.9242585686378973,0.5541149681676658,0.9266397264532172,split
2124,1996_60,1997_89,7666,47668,132862,54028,21519,8651,2,1,2,1,"070_1996,45,490_1996,19,120_1996,12","070_1997,17,120_1997,12,490_1997,11",1996,1997,0.3587782812241273,0.8822832605315762,0.3562433198568707,0.8861403305976188,split
2125,1996_61,1997_60,17179,106044,122907,126229,19837,20388,2,1,1,3,"390_1996,62,490_1996,12","390_1997,63,490_1997,12",1996,1997,0.8627987014571994,0.8400922133582616,0.8660079649140495,0.8426034922503434,stasis
2126,1996_62,1997_77,25798,158106,206248,192581,33521,31264,1,1,2,1,"050_1996,131,220_1996,6,040_1996,2","050_1997,131,040_1997,2",1996,1997,0.7665819789767658,0.8209844169466355,0.769607111959667,0.8251663254861822,stasis
2128,1996_63,1997_64,26338,162059,188735,188735,30449,30449,3,1,1,2,"180_1996,92,310_1996,24","180_1997,92,310_1997,24",1996,1997,0.8586589662754656,0.8586589662754656,0.8649873559065979,0.8649873559065979,stasis
2129,1996_64,1997_68,41957,251423,283095,284714,47001,47273,1,1,1,1,"480_1996,130,260_1996,35,120_1996,18","480_1997,130,260_1997,35,120_1997,18",1996,1997,0.8881223617513555,0.8830721355465485,0.8926831344013957,0.8875468026146003,stasis
2130,1996_65,1997_62,16695,101941,117234,117234,19126,19126,2,1,1,2,"180_1996,45,500_1996,27,420_1996,6","180_1997,45,500_1997,27,420_1997,6",1996,1997,0.8695514952999983,0.8695514952999983,0.8728955348739935,0.8728955348739935,stasis
2131,1996_66,1997_65,24239,147027,159265,159306,26183,26189,1,1,1,1,"180_1996,62,070_1996,44,390_1996,22","180_1997,62,070_1997,44,390_1997,22",1996,1997,0.923159514017518,0.9229219238446763,0.9257533514112211,0.925541257779984,stasis
2132,1996_67,1997_63,75292,498062,580377,580545,87526,87553,1,1,1,1,"420_1996,224,150_1996,29","420_1997,224,150_1997,29",1996,1997,0.8581697758525924,0.8579214358921359,0.8602243904668327,0.8599591104816511,stasis
2133,1996_68,1997_71,50423,310945,383886,348873,62176,56336,1,1,2,1,"430_1996,125,480_1996,83,160_1996,22","480_1997,83,430_1997,75,160_1997,22",1996,1997,0.8099930708595781,0.8912842209056018,0.810972079258878,0.8950404714569724,stasis
2134,1996_68,1997_3,5776,34585,383886,3776775,62176,609086,1,2,2,4,"430_1996,125,480_1996,83,160_1996,22","160_1997,2308,430_1997,253,420_1997,36,070_1997,30,300_1997,18,360_1997,17,250_1997,13,180_1997,2",1996,1997,0.09009185018469025,0.009157283661324808,0.09289758106021616,0.009483061505271834,splinter_io
2135,1996_69,1997_13,32934,200181,383714,628458,63056,101025,2,5,2,2,"020_1996,439,390_1996,20,010_1996,13","020_1997,368,050_1997,96,100_1997,35,150_1997,20,440_1997,17,030_1997,14,220_1997,13,280_1997,9,200_1997,9,420_1997,6",1996,1997,0.5216932402779153,0.31852725241782265,0.5222976401928444,0.3259985152190052,majority_out
2136,1996_69,1997_75,24769,150149,383714,166165,63056,27321,2,1,2,1,"020_1996,439,390_1996,20,010_1996,13","020_1997,138,390_1997,20,010_1997,13",1996,1997,0.39130446113511624,0.903613877772094,0.39280956609997464,0.9065919988287398,noisy_part
2137,1996_70,1997_72,16944,101501,116665,116084,19391,19294,2,1,1,1,"100_1996,74","100_1997,74",1996,1997,0.8700210003000043,0.8743754522587092,0.8738074364395854,0.8782004768321758,stasis
2141,1996_72,1997_61,15956,101252,117511,137861,18363,21649,2,2,1,1,"490_1996,75","490_1997,75,140_1997,17",1996,1997,0.8616384849077958,0.734449916945329,0.8689212002396123,0.7370317335673703,growth
2142,1996_73,1997_67,35438,223553,252190,258117,39829,40766,1,2,1,1,"220_1996,174,030_1996,9","220_1997,179,030_1997,9",1996,1997,0.8864467266743329,0.8660917335936804,0.8897536970549097,0.8693028504145611,stasis
2143,1996_74,1997_73,113097,712599,822906,810974,130167,128306,1,1,3,1,"420_1996,393,380_1996,5","420_1997,378,380_1997,5",1996,1997,0.8659543131293246,0.878695247936432,0.868860771163198,0.8814630648605677,stasis
2146,1996_75,1997_76,41638,252803,285027,297354,46760,48664,3,1,1,1,"380_1996,109","380_1997,112",1996,1997,0.8869440438975956,0.8501752120368316,0.8904619332763045,0.8556222258753904,stasis
2147,1996_76,1997_69,13927,81798,94607,112574,16107,19043,1,2,1,1,"280_1996,38,150_1996,22,050_1996,8","280_1997,38,150_1997,22,400_1997,11,050_1997,8",1996,1997,0.8646083270793916,0.7266153818821397,0.864655118892407,0.7313448511263981,growth
2148,1996_77,1997_6,23785,153510,415222,3234701,63297,495185,2,6,2,4,"200_1996,118,100_1996,4","200_1997,1042,290_1997,192,420_1997,88,100_1997,14,250_1997,6",1996,1997,0.36970584410267276,0.04745724566196381,0.37576820386432214,0.04803255349010976,splinter_in
2150,1996_78,1997_78,50370,309613,339414,339414,54949,54949,6,1,1,1,"070_1996,123","070_1997,123",1996,1997,0.9121986718285044,0.9121986718285044,0.9166681832244444,0.9166681832244444,stasis
2151,1996_79,1997_86,27890,167401,198829,199239,33040,33105,2,1,1,1,"290_1996,53,410_1996,8,260_1996,1","290_1997,53,410_1997,8,260_1997,1",1996,1997,0.8419345266535566,0.8402019684901049,0.8441283292978208,0.8424709258420178,stasis
2152,1996_80,1997_85,27382,175820,193466,193500,30022,30030,1,1,1,1,"070_1996,66,150_1996,36,350_1996,13,100_1996,4","070_1997,66,150_1997,36,350_1997,13,100_1997,4",1996,1997,0.9087901750178325,0.9086304909560724,0.912064486043568,0.9118215118215118,stasis
